,MedInc,HouseAge,TotalRooms,TotalBedRooms,Population,Households,Latitude,Longitude,MedHouseVal
15347,3.8156,13.0,6131.0,1040.0,4049.0,940.0,33.28,-117.28,1.507
6143,3.7727,22.0,5661.0,1209.0,5389.0,1178.0,34.1,-117.98,1.597
6334,5.2852,25.0,1348.0,210.0,660.0,200.0,33.99,-117.96,2.976
20182,3.1618,17.0,2754.0,577.0,1349.0,533.0,34.29,-119.14,1.542
12484,0.9196,52.0,569.0,405.0,509.0,367.0,38.58,-121.49,1.375
9059,4.2679,33.0,2815.0,485.0,1447.0,489.0,34.68,-118.14,1.196
2531,2.8333,37.0,2358.0,413.0,1060.0,424.0,39.51,-122.2,0.697
13476,4.3958,10.0,5736.0,945.0,3528.0,932.0,34.09,-117.39,1.307
9342,6.1724,35.0,8814.0,1307.0,3450.0,1258.0,38.01,-122.59,4.143
19336,4.2716,9.0,3659.0,652.0,1889.0,632.0,38.53,-122.78,2.508
12872,3.5802,5.0,14414.0,2979.0,7608.0,2832.0,38.7,-121.35,1.296
18514,2.7875,30.0,2156.0,487.0,1023.0,458.0,36.99,-122.02,2.45
14654,3.9417,33.0,2670.0,435.0,1256.0,431.0,32.8,-117.14,1.798
13551,1.4663,38.0,1208.0,321.0,1225.0,317.0,34.11,-117.31,0.64
9350,3.5055,47.0,5416.0,1115.0,2177.0,1027.0,37.97,-122.57,3.821
9404,6.7809,30.0,4382.0,732.0,1775.0,745.0,37.88,-122.54,4.144
4931,2.1793,39.0,1274.0,319.0,1362.0,324.0,33.99,-118.25,1.079
18603,7.1366,23.0,506.0,96.0,264.0,89.0,37.15,-122.08,2.739
4989,1.9792,47.0,1551.0,362.0,1329.0,322.0,34.0,-118.31,1.164
17513,5.5259,52.0,2009.0,338.0,841.0,338.0,37.33,-121.92,2.958
14032,3.0259,26.0,3149.0,832.0,1320.0,808.0,32.74,-117.15,2.117
15719,1.4866,39.0,1181.0,310.0,901.0,281.0,37.78,-122.44,2.375
2556,4.8516,13.0,2171.0,339.0,951.0,353.0,40.75,-124.17,1.161
1404,5.0445,37.0,1217.0,199.0,552.0,194.0,37.96,-122.07,1.962
8707,5.8972,35.0,1818.0,353.0,853.0,321.0,33.83,-118.34,3.509
8422,3.5139,31.0,2746.0,697.0,1973.0,598.0,33.93,-118.35,1.928
18073,8.3605,33.0,2170.0,311.0,854.0,303.0,37.28,-122.0,5.00001
1654,8.1163,16.0,2638.0,345.0,1055.0,334.0,37.92,-122.01,3.658
6413,6.5722,34.0,2837.0,460.0,1344.0,458.0,34.11,-118.03,4.374
11860,1.625,38.0,725.0,190.0,219.0,115.0,40.01,-121.23,0.75
8866,3.3295,39.0,3299.0,831.0,1649.0,759.0,34.06,-118.39,5.00001
8616,5.8518,23.0,2387.0,418.0,1008.0,415.0,33.87,-118.38,3.379
3138,2.6149,10.0,4597.0,1009.0,2227.0,821.0,34.86,-118.15,0.835
14008,8.1548,52.0,1495.0,230.0,459.0,190.0,32.75,-117.19,5.00001
2916,2.6513,42.0,2508.0,483.0,1035.0,442.0,35.37,-119.03,0.723
718,2.5156,43.0,1415.0,348.0,569.0,293.0,37.68,-122.09,1.909
12574,2.8298,37.0,1958.0,367.0,1171.0,366.0,38.53,-121.42,0.712
10932,4.7639,26.0,2413.0,512.0,2867.0,509.0,33.73,-117.91,1.799
313,2.7159,45.0,1852.0,393.0,1132.0,349.0,37.77,-122.19,1.014
11542,5.7157,26.0,2989.0,479.0,1596.0,475.0,33.75,-118.02,2.312
13813,3.175,37.0,1884.0,366.0,1052.0,353.0,34.89,-117.04,0.668
17349,3.5391,27.0,2019.0,354.0,1029.0,346.0,34.9,-120.43,1.447
9976,5.3698,20.0,1036.0,202.0,589.0,194.0,38.6,-122.47,3.033
20307,2.6098,18.0,2509.0,688.0,3129.0,677.0,34.15,-119.17,1.461
15127,2.8906,16.0,1743.0,333.0,652.0,322.0,32.85,-116.89,1.583
4121,5.2962,38.0,1826.0,300.0,793.0,297.0,34.14,-118.19,2.915
11281,5.6935,34.0,2584.0,408.0,1233.0,405.0,33.79,-117.95,2.183
2094,1.4766,23.0,3800.0,1003.0,3786.0,917.0,36.76,-119.76,0.506
17775,4.4896,31.0,1602.0,358.0,1179.0,354.0,37.36,-121.86,1.568
4966,1.6036,39.0,751.0,207.0,1010.0,231.0,34.01,-118.29,1.375
16007,5.0887,46.0,6429.0,1093.0,2535.0,1109.0,37.74,-122.45,3.351
11809,1.0179,42.0,410.0,117.0,706.0,112.0,38.94,-121.1,1.25
2829,5.575,10.0,6435.0,1040.0,3242.0,1030.0,35.39,-119.08,1.322
13866,3.3438,8.0,6042.0,979.0,3031.0,991.0,34.4,-117.27,1.244
7464,3.1912,42.0,1829.0,391.0,1614.0,377.0,33.93,-118.19,1.464
19768,1.7125,27.0,852.0,176.0,464.0,148.0,39.94,-122.0,0.582
20417,6.5474,29.0,1326.0,185.0,586.0,187.0,34.19,-118.86,4.229
10460,6.3369,4.0,2320.0,405.0,1408.0,477.0,33.47,-117.63,2.56
18995,4.5,15.0,1263.0,211.0,665.0,208.0,38.41,-121.94,2.609
17439,4.5486,32.0,1840.0,309.0,828.0,333.0,34.63,-120.45,1.724
8249,1.7393,29.0,2920.0,962.0,3580.0,772.0,33.78,-118.17,1.402
17948,4.4453,42.0,2001.0,402.0,942.0,375.0,37.34,-121.96,2.554
15138,4.0048,16.0,2784.0,468.0,1458.0,465.0,32.82,-116.92,1.846
19204,1.3684,52.0,988.0,283.0,475.0,242.0,38.44,-122.71,2.583
12697,3.8672,36.0,1327.0,209.0,613.0,230.0,38.6,-121.42,1.114
19858,2.5743,15.0,1740.0,319.0,1332.0,308.0,36.35,-119.29,0.602
6376,4.1797,43.0,1694.0,283.0,674.0,267.0,34.15,-118.03,4.868
2883,1.4146,22.0,1812.0,457.0,1592.0,420.0,35.39,-118.98,0.491
5881,3.7941,37.0,2381.0,575.0,1235.0,499.0,34.16,-118.33,2.478
13104,5.8239,17.0,4401.0,655.0,1970.0,639.0,38.41,-121.32,2.475
2414,1.767,15.0,1371.0,306.0,1266.0,309.0,36.59,-119.43,0.633
6327,4.5163,34.0,2777.0,540.0,1954.0,522.0,34.0,-117.96,1.838
2786,3.0817,20.0,1468.0,283.0,721.0,270.0,37.25,-118.45,1.188
3216,2.3523,52.0,1257.0,257.0,624.0,243.0,36.33,-119.65,0.591
13463,3.875,17.0,2681.0,470.0,1621.0,459.0,34.13,-117.37,1.185
17538,2.925,43.0,1185.0,296.0,933.0,244.0,37.35,-121.89,1.708
13713,5.4138,2.0,3867.0,573.0,1275.0,433.0,34.12,-117.17,1.644
10372,8.4471,16.0,3388.0,425.0,1395.0,427.0,33.63,-117.65,3.513
8931,3.1304,42.0,1271.0,301.0,574.0,312.0,34.0,-118.47,3.405
13431,4.1399,18.0,3977.0,809.0,2231.0,742.0,34.1,-117.42,1.154
2667,2.101,21.0,1024.0,218.0,890.0,232.0,33.12,-115.51,0.467
2257,2.0469,19.0,3244.0,776.0,1463.0,710.0,36.8,-119.84,0.669
3385,5.6184,29.0,3390.0,580.0,1543.0,576.0,34.24,-118.28,3.169
13287,3.3836,38.0,2750.0,572.0,1410.0,483.0,34.08,-117.65,1.449
12620,6.4667,17.0,3087.0,477.0,1365.0,495.0,38.5,-121.53,2.168
19608,3.2396,5.0,4109.0,820.0,3062.0,713.0,37.48,-121.12,1.252
2918,3.0435,40.0,1533.0,312.0,771.0,306.0,35.36,-119.04,0.695
14345,2.4,40.0,581.0,157.0,298.0,156.0,32.76,-117.2,2.55
19982,1.4792,22.0,3065.0,726.0,2165.0,738.0,36.21,-119.34,0.544
3847,3.7171,39.0,1810.0,388.0,839.0,380.0,34.18,-118.45,2.288
8501,3.3281,21.0,4946.0,1231.0,3186.0,1167.0,33.88,-118.29,2.37
11086,5.6276,35.0,2984.0,446.0,1435.0,455.0,33.83,-117.89,2.008
5936,4.0393,14.0,9610.0,2005.0,4723.0,1907.0,34.15,-117.93,1.568
8562,5.2338,38.0,1437.0,272.0,590.0,250.0,33.92,-118.41,3.58
6131,3.0184,15.0,3543.0,888.0,3131.0,823.0,34.07,-117.98,1.394
20006,3.1528,21.0,2271.0,376.0,1145.0,372.0,36.13,-119.08,1.137
13246,6.0758,4.0,4323.0,775.0,1479.0,663.0,34.12,-117.63,2.268
18127,6.448,30.0,1036.0,151.0,467.0,156.0,37.34,-122.02,3.606
10473,6.1785,5.0,4549.0,786.0,1238.0,632.0,33.51,-117.73,2.959
2511,4.625,36.0,49.0,7.0,28.0,2.0,36.51,-119.54,1.625
2506,2.1759,20.0,1519.0,376.0,1681.0,370.0,36.85,-120.45,0.581
2502,1.4038,12.0,932.0,244.0,1043.0,243.0,36.76,-120.38,0.543
16599,2.2165,15.0,1914.0,425.0,1130.0,421.0,35.76,-120.7,0.906
11801,2.7656,31.0,1297.0,259.0,765.0,240.0,38.9,-121.28,0.936
11466,4.6591,29.0,1330.0,293.0,613.0,236.0,33.66,-117.99,3.531
9487,3.1455,16.0,5569.0,1106.0,3148.0,1088.0,39.28,-123.22,1.429
12995,3.7426,20.0,1402.0,236.0,676.0,236.0,38.68,-121.24,1.355
1503,2.85,22.0,5175.0,1213.0,2804.0,1091.0,37.95,-122.05,1.446
1969,4.0675,11.0,4577.0,836.0,1944.0,700.0,38.73,-120.63,1.402
17058,3.5322,40.0,4459.0,1027.0,2080.0,982.0,37.48,-122.24,3.619
12638,1.7891,38.0,1865.0,384.0,1052.0,354.0,38.54,-121.45,0.605
5563,4.4636,42.0,1273.0,309.0,1203.0,348.0,33.9,-118.29,1.62
5596,3.6161,28.0,636.0,169.0,788.0,143.0,33.8,-118.24,1.313
14269,1.0658,46.0,200.0,77.0,180.0,65.0,32.69,-117.12,0.938
10399,7.2648,14.0,1343.0,175.0,650.0,184.0,33.51,-117.64,3.632
17641,5.7385,28.0,2714.0,502.0,1389.0,490.0,37.25,-121.9,2.404
15436,3.6375,19.0,4400.0,828.0,1901.0,735.0,33.21,-117.22,1.988
12184,5.3275,5.0,6529.0,997.0,3464.0,1006.0,33.69,-117.39,1.687
10819,2.75,5.0,949.0,287.0,497.0,244.0,33.64,-117.92,2.25
11491,4.625,13.0,4013.0,903.0,1999.0,859.0,33.7,-117.99,2.488
20490,5.477,26.0,1561.0,212.0,817.0,242.0,34.27,-118.68,2.091
1372,3.3831,41.0,1345.0,272.0,718.0,283.0,38.01,-122.11,1.294
20595,2.9647,12.0,3349.0,642.0,2029.0,619.0,39.16,-121.56,0.888
13143,2.8616,47.0,1396.0,254.0,630.0,218.0,38.29,-121.54,0.925
19710,3.4426,22.0,2144.0,376.0,1200.0,370.0,39.15,-121.66,1.024
20424,6.6122,4.0,16704.0,2704.0,6187.0,2207.0,34.18,-118.75,3.576
9451,2.6838,30.0,2857.0,661.0,291.0,135.0,37.61,-119.64,1.646
5882,3.2125,46.0,1718.0,344.0,756.0,343.0,34.17,-118.34,2.47
6604,4.375,38.0,1280.0,231.0,828.0,237.0,34.18,-118.17,1.667
19422,3.3036,52.0,349.0,59.0,121.0,40.0,37.7,-121.04,1.975
14341,3.1979,43.0,1437.0,406.0,692.0,379.0,32.74,-117.16,4.667
8272,2.9384,38.0,3235.0,769.0,1284.0,752.0,33.77,-118.16,3.041
1002,3.3618,34.0,2358.0,498.0,1157.0,461.0,37.69,-121.78,1.746
15515,5.4819,12.0,2465.0,412.0,1226.0,428.0,33.17,-117.1,1.838
3092,1.3023,17.0,2248.0,535.0,927.0,427.0,35.64,-118.47,0.685
20145,4.0122,20.0,4725.0,881.0,2823.0,869.0,34.35,-119.09,2.148
20473,5.4038,26.0,1929.0,293.0,1067.0,320.0,34.26,-118.76,2.221
3685,4.2875,36.0,2080.0,455.0,1939.0,484.0,34.21,-118.37,1.766
20581,3.1534,20.0,1138.0,221.0,459.0,209.0,38.83,-122.21,1.234
12333,1.8,10.0,3254.0,913.0,923.0,486.0,33.94,-116.48,0.81
13277,3.05,34.0,2839.0,659.0,1822.0,631.0,34.09,-117.64,1.213
9433,3.625,36.0,2378.0,476.0,957.0,362.0,38.18,-122.8,2.531
7071,5.3016,33.0,2382.0,404.0,1339.0,389.0,33.94,-118.02,1.922
19413,2.5486,23.0,1373.0,264.0,677.0,245.0,37.72,-121.01,1.611
6170,3.8705,36.0,1285.0,228.0,679.0,231.0,34.08,-117.92,1.919
3849,4.5081,33.0,1791.0,386.0,844.0,397.0,34.18,-118.46,2.514
13397,2.9386,18.0,5605.0,1303.0,4028.0,1145.0,34.06,-117.53,1.164
8375,2.681,28.0,4770.0,1328.0,3201.0,1196.0,33.95,-118.35,1.477
17196,1.8432,28.0,1080.0,298.0,524.0,251.0,34.44,-119.75,3.273
2765,1.5417,18.0,414.0,86.0,98.0,54.0,32.69,-115.9,0.575
4543,2.6875,45.0,792.0,203.0,872.0,188.0,34.02,-118.21,1.297
9139,4.7778,6.0,5813.0,908.0,2275.0,790.0,34.5,-118.26,3.404
15128,4.3818,14.0,3048.0,597.0,1690.0,576.0,32.87,-116.91,1.471
17962,5.1483,28.0,4863.0,901.0,2110.0,868.0,37.3,-121.99,3.42
1130,3.0,31.0,1599.0,318.0,794.0,303.0,39.76,-121.65,0.967
7756,3.6917,35.0,1518.0,279.0,857.0,251.0,33.91,-118.12,1.975
19664,3.5547,25.0,1611.0,285.0,882.0,261.0,37.49,-120.82,1.224
9836,3.0383,20.0,1834.0,554.0,971.0,514.0,36.63,-121.89,2.173
18996,2.7051,26.0,2056.0,413.0,933.0,367.0,38.37,-121.92,1.938
3275,2.5457,38.0,3131.0,624.0,1591.0,568.0,39.05,-122.92,0.807
16037,4.0855,45.0,2399.0,419.0,1225.0,399.0,37.72,-122.46,2.441
19639,3.1641,18.0,1802.0,335.0,1110.0,329.0,37.55,-120.8,0.963
7164,2.1845,36.0,871.0,201.0,2862.0,181.0,34.06,-118.17,1.238
11485,5.5514,26.0,1787.0,275.0,801.0,270.0,33.72,-117.99,2.557
13874,3.5696,4.0,7151.0,1295.0,3527.0,1170.0,34.38,-117.39,1.297
12005,5.6973,25.0,2999.0,439.0,1396.0,458.0,33.89,-117.55,1.648
264,2.3125,44.0,1729.0,414.0,1240.0,393.0,37.78,-122.21,1.028
19033,5.1781,3.0,9488.0,1417.0,4095.0,1335.0,38.39,-121.98,1.919
9602,1.5,39.0,1015.0,356.0,875.0,313.0,37.3,-120.48,0.67
9154,6.1281,5.0,15341.0,2527.0,7270.0,2320.0,34.46,-118.52,2.362
8285,3.875,51.0,2812.0,621.0,1171.0,566.0,33.77,-118.14,3.429
8207,2.875,26.0,3061.0,844.0,2135.0,769.0,33.79,-118.16,1.64
10927,3.2292,34.0,1759.0,353.0,2083.0,330.0,33.74,-117.89,1.606
20001,2.2917,29.0,1016.0,174.0,481.0,140.0,36.05,-119.27,1.125
17740,4.9097,17.0,660.0,129.0,431.0,123.0,37.28,-121.76,2.41
12977,4.0417,31.0,2532.0,479.0,1396.0,467.0,38.67,-121.32,1.145
19889,1.6829,7.0,2946.0,664.0,1608.0,622.0,36.31,-119.16,0.802
15932,3.4769,50.0,1947.0,411.0,1170.0,384.0,37.73,-122.4,2.387
8824,2.6,36.0,1616.0,465.0,773.0,429.0,34.09,-118.36,3.136
11475,5.3886,23.0,5554.0,995.0,2408.0,936.0,33.71,-118.02,3.319
15431,2.5119,26.0,1701.0,404.0,989.0,367.0,33.2,-117.24,1.717
20451,6.9712,5.0,25187.0,3521.0,11956.0,3478.0,34.26,-118.9,3.213
15841,3.2632,52.0,2164.0,533.0,1122.0,469.0,37.75,-122.42,3.06
1982,3.0565,14.0,8396.0,1578.0,3952.0,1474.0,38.67,-120.81,1.188
17065,2.8058,47.0,2570.0,783.0,3107.0,724.0,37.48,-122.22,2.295
12932,4.6437,19.0,2926.0,476.0,1349.0,480.0,38.65,-121.23,2.129
18356,10.4277,26.0,2859.0,343.0,951.0,336.0,37.38,-122.14,5.00001
17612,5.3077,18.0,3597.0,664.0,1321.0,593.0,37.29,-121.91,3.514
3050,2.4961,16.0,1584.0,309.0,1011.0,268.0,35.6,-119.34,0.588
15743,1.3844,29.0,1310.0,364.0,1009.0,379.0,37.78,-122.43,1.775
18307,6.4949,32.0,3058.0,595.0,1267.0,540.0,37.42,-122.11,4.178
16479,3.475,24.0,4411.0,776.0,2038.0,732.0,38.16,-121.22,1.512
7544,1.4091,35.0,1649.0,424.0,1786.0,388.0,33.9,-118.22,1.056
11711,3.6563,18.0,1703.0,360.0,354.0,163.0,39.17,-120.18,1.469
19754,3.5305,30.0,2750.0,476.0,1296.0,464.0,40.2,-122.19,0.736
17331,5.1909,24.0,1874.0,319.0,820.0,315.0,34.59,-120.08,3.902
6876,2.4931,36.0,1240.0,349.0,1383.0,338.0,34.07,-118.1,1.703
3117,5.5551,9.0,3811.0,605.0,1518.0,568.0,35.55,-117.68,1.425
3080,6.1563,13.0,1439.0,237.0,557.0,227.0,35.44,-118.93,2.042
17118,15.0001,46.0,30.0,4.0,13.0,5.0,37.5,-122.14,5.00001
7557,2.0134,35.0,2695.0,748.0,2935.0,706.0,33.91,-118.19,1.324
5041,3.5114,52.0,1778.0,320.0,795.0,279.0,33.97,-118.32,1.388
11613,4.8,21.0,2196.0,504.0,1215.0,477.0,33.8,-118.06,1.969
15579,3.6348,17.0,9044.0,1689.0,5030.0,1596.0,33.05,-116.86,1.645
15970,1.2269,28.0,5015.0,1240.0,3900.0,1029.0,37.71,-122.41,1.819
14817,6.3612,35.0,2921.0,438.0,1042.0,415.0,32.69,-117.19,4.827
19953,3.5039,29.0,1735.0,323.0,805.0,293.0,36.22,-119.33,0.899
16454,2.5401,32.0,3366.0,676.0,1916.0,697.0,38.13,-121.28,1.254
20207,4.2381,22.0,3536.0,615.0,1650.0,612.0,34.27,-119.23,2.293
3655,3.6618,36.0,1372.0,295.0,774.0,306.0,34.22,-118.43,1.873
15518,3.5462,19.0,2629.0,494.0,1444.0,503.0,33.14,-117.08,1.568
5652,2.1382,21.0,2492.0,711.0,1699.0,672.0,33.73,-118.29,2.423
10629,7.3518,16.0,2207.0,291.0,1081.0,308.0,33.71,-117.78,3.312
1602,10.3713,18.0,1820.0,220.0,728.0,229.0,37.87,-122.13,4.261
3557,8.1714,23.0,2980.0,362.0,1208.0,378.0,34.24,-118.56,5.00001
9508,3.3667,45.0,1348.0,265.0,639.0,270.0,39.15,-123.22,1.152
5905,3.4821,34.0,1489.0,326.0,1389.0,313.0,34.29,-118.42,1.603
11365,3.7162,16.0,2768.0,600.0,1182.0,563.0,33.74,-117.95,2.012
13887,2.5391,12.0,807.0,199.0,246.0,102.0,34.91,-115.53,0.4
17794,3.7214,42.0,2913.0,577.0,1873.0,580.0,37.37,-121.82,1.679
14485,6.8322,25.0,2355.0,381.0,823.0,358.0,32.92,-117.29,5.00001
19370,5.6445,8.0,3223.0,637.0,851.0,418.0,38.33,-123.0,3.648
17534,2.1442,52.0,1390.0,365.0,921.0,352.0,37.34,-121.88,1.889
2365,4.5938,20.0,1089.0,208.0,531.0,212.0,36.74,-119.5,1.069
13433,2.7757,17.0,4109.0,884.0,2544.0,780.0,34.11,-117.43,1.098
6484,2.6917,24.0,2080.0,514.0,1976.0,478.0,34.09,-118.02,1.7
11943,4.0526,36.0,2284.0,444.0,1425.0,405.0,33.95,-117.43,1.045
3743,2.3333,45.0,1176.0,250.0,471.0,228.0,34.16,-118.4,3.647
1556,8.3188,12.0,6488.0,778.0,2404.0,765.0,37.81,-121.96,4.034
20519,1.9728,33.0,4988.0,1169.0,2414.0,1075.0,38.58,-121.53,0.764
4237,7.2692,40.0,2822.0,443.0,907.0,414.0,34.13,-118.31,4.987
1595,6.8686,35.0,880.0,139.0,352.0,132.0,37.89,-122.09,4.065
16997,6.035,5.0,2140.0,420.0,990.0,394.0,37.54,-122.27,4.388
1885,2.3281,28.0,1194.0,272.0,494.0,203.0,38.93,-119.98,0.858
13215,6.5958,17.0,1781.0,262.0,860.0,256.0,34.02,-117.72,2.368
8904,4.516,32.0,2909.0,748.0,1310.0,706.0,34.04,-118.47,3.5
6660,2.5903,28.0,1119.0,334.0,739.0,323.0,34.15,-118.13,1.25
20000,1.8894,39.0,915.0,199.0,580.0,175.0,36.04,-119.4,1.125
1215,3.0,16.0,3758.0,715.0,1777.0,615.0,38.09,-120.46,1.226
10196,4.6964,35.0,1235.0,227.0,875.0,220.0,33.86,-117.94,1.831
15394,3.1272,11.0,4068.0,829.0,918.0,500.0,33.23,-117.14,2.813
18236,3.9091,19.0,1085.0,288.0,1009.0,305.0,37.4,-122.1,2.76
7968,2.6465,27.0,2732.0,867.0,1690.0,794.0,33.86,-118.2,1.602
11767,4.05,33.0,4384.0,778.0,1775.0,789.0,38.74,-121.28,1.347
1207,2.4943,29.0,1687.0,327.0,864.0,334.0,39.4,-121.75,0.819
18689,4.7569,19.0,3461.0,634.0,2790.0,607.0,36.96,-121.75,1.908
3490,5.5931,23.0,1663.0,302.0,1242.0,283.0,34.28,-118.46,2.176
14205,4.4375,13.0,705.0,149.0,718.0,155.0,32.69,-117.06,1.549
14280,1.2614,42.0,1145.0,314.0,1114.0,307.0,32.71,-117.13,0.875
15887,1.4133,15.0,6804.0,1664.0,4737.0,1581.0,37.73,-122.38,2.034
9708,1.9385,28.0,1926.0,556.0,1717.0,535.0,36.67,-121.65,1.232
2305,4.7804,19.0,3237.0,507.0,1378.0,510.0,36.83,-119.77,1.011
2209,3.755,15.0,1743.0,310.0,1011.0,325.0,36.81,-119.85,0.68
19166,1.6685,28.0,1585.0,412.0,1362.0,424.0,38.43,-122.7,1.141
5080,1.6611,48.0,2010.0,445.0,1208.0,404.0,33.98,-118.3,0.958
4131,3.5349,52.0,2035.0,459.0,2589.0,438.0,34.13,-118.2,1.936
19657,2.7381,10.0,2874.0,612.0,1960.0,596.0,37.48,-120.84,1.046
8566,4.9286,39.0,2988.0,605.0,1466.0,610.0,33.93,-118.42,3.414
19971,1.5407,10.0,1972.0,455.0,1469.0,442.0,36.21,-119.11,0.584
18773,1.9657,20.0,2858.0,612.0,1422.0,589.0,40.47,-122.29,0.63
5590,3.163,13.0,3569.0,924.0,2159.0,880.0,33.79,-118.3,2.242
6567,3.7932,37.0,1997.0,361.0,1037.0,363.0,34.2,-118.15,2.103
7308,2.4596,35.0,1172.0,436.0,1741.0,408.0,33.99,-118.19,1.547
1289,3.1728,17.0,4032.0,814.0,1749.0,618.0,38.01,-121.79,1.468
7665,4.125,5.0,906.0,187.0,1453.0,158.0,33.93,-118.07,1.719
643,3.8125,43.0,2264.0,390.0,931.0,368.0,37.73,-122.14,2.351
20230,3.6007,32.0,3295.0,764.0,1344.0,600.0,34.26,-119.29,3.955
12482,2.5821,20.0,4018.0,1220.0,1570.0,1122.0,38.58,-121.5,1.25
14697,3.8333,36.0,1936.0,345.0,861.0,343.0,32.79,-117.09,1.7
10701,3.6484,16.0,2371.0,725.0,1738.0,686.0,33.61,-117.7,3.226
5586,5.3106,27.0,2790.0,513.0,1498.0,519.0,33.8,-118.3,2.683
16910,15.0001,32.0,4684.0,540.0,1512.0,511.0,37.56,-122.36,5.00001
486,2.9044,52.0,3497.0,832.0,1493.0,794.0,37.86,-122.26,2.574
4002,8.3912,25.0,6612.0,857.0,2519.0,843.0,34.18,-118.66,4.19
7250,2.5395,26.0,2296.0,534.0,1777.0,507.0,33.99,-118.12,1.91
14977,3.4551,18.0,2355.0,444.0,1277.0,433.0,32.71,-116.98,1.214
1920,2.8562,12.0,2180.0,423.0,1070.0,377.0,38.83,-120.87,1.282
15666,3.9028,52.0,1375.0,322.0,287.0,184.0,37.81,-122.45,5.00001
652,3.1103,44.0,1613.0,339.0,776.0,346.0,37.71,-122.13,1.889
5603,3.3009,36.0,1989.0,458.0,1668.0,455.0,33.79,-118.28,1.68
19445,3.5208,19.0,3814.0,790.0,2219.0,804.0,37.69,-121.02,1.45
2536,1.832,39.0,844.0,161.0,535.0,165.0,39.45,-121.94,0.705
7222,2.45,42.0,946.0,272.0,1191.0,261.0,34.02,-118.17,1.32
2890,1.1875,29.0,607.0,177.0,476.0,143.0,35.39,-118.98,0.507
14739,4.0616,13.0,3920.0,775.0,2814.0,760.0,32.59,-117.06,1.488
3414,2.8214,8.0,3248.0,847.0,2608.0,731.0,34.27,-118.38,1.583
19796,1.7262,18.0,1451.0,278.0,695.0,254.0,40.58,-123.18,0.737
11202,1.5903,16.0,919.0,253.0,912.0,249.0,33.84,-117.91,1.654
14409,3.4527,22.0,2020.0,466.0,1010.0,429.0,32.78,-117.22,1.75
8588,6.3434,30.0,2532.0,464.0,1056.0,419.0,33.89,-118.39,4.604
9297,6.5253,24.0,2330.0,322.0,911.0,320.0,38.03,-122.57,3.877
1917,3.7625,10.0,1604.0,352.0,540.0,190.0,38.94,-120.72,1.132
12267,2.3169,13.0,10886.0,2127.0,4266.0,1955.0,33.75,-116.91,1.234
4035,3.2154,20.0,17377.0,4457.0,7450.0,4204.0,34.17,-118.52,2.596
7897,7.0113,16.0,3771.0,606.0,2196.0,564.0,33.85,-118.07,3.197
8854,15.0001,52.0,1202.0,142.0,408.0,138.0,34.07,-118.41,5.00001
18768,4.559,23.0,2216.0,378.0,1006.0,338.0,40.51,-122.24,1.168
7148,2.8385,42.0,2203.0,467.0,1470.0,488.0,34.03,-118.13,1.922
18175,4.5,16.0,3716.0,916.0,1551.0,759.0,37.35,-122.01,3.236
9972,1.9441,18.0,1297.0,337.0,610.0,312.0,38.51,-122.45,1.844
2968,4.0327,5.0,4597.0,1071.0,1916.0,870.0,35.35,-119.1,1.31
4023,3.6534,46.0,2082.0,438.0,1047.0,393.0,34.18,-118.52,2.16
2005,0.799,25.0,1717.0,542.0,1343.0,471.0,36.74,-119.8,0.518
7139,2.4286,36.0,1595.0,383.0,1105.0,359.0,34.02,-118.12,2.056
10878,3.89,36.0,1910.0,352.0,1593.0,329.0,33.72,-117.88,1.7
9198,3.5446,19.0,3273.0,611.0,1164.0,481.0,37.39,-119.59,1.065
2172,2.7857,8.0,3096.0,684.0,1454.0,545.0,36.78,-119.85,0.797
14650,2.8621,31.0,1952.0,471.0,936.0,462.0,32.77,-117.2,1.969
2730,2.1979,25.0,1311.0,375.0,1193.0,351.0,32.8,-115.56,0.639
6665,4.3083,36.0,2875.0,552.0,1131.0,458.0,34.17,-118.09,2.693
1586,12.2478,10.0,3209.0,379.0,1199.0,392.0,37.85,-121.96,5.00001
17005,4.9091,43.0,2268.0,438.0,1151.0,449.0,37.54,-122.29,2.932
9621,2.4286,33.0,993.0,186.0,556.0,175.0,37.34,-120.3,1.036
20462,5.8578,21.0,2786.0,342.0,1114.0,322.0,34.28,-118.76,2.663
18035,5.3911,27.0,1265.0,216.0,660.0,232.0,37.24,-121.92,2.812
16475,3.5333,10.0,3371.0,665.0,1823.0,654.0,38.14,-121.26,1.168
17730,5.6306,5.0,4153.0,719.0,2435.0,697.0,37.33,-121.76,2.862
5988,2.4952,32.0,3241.0,895.0,1592.0,810.0,34.1,-117.72,1.818
8654,4.7105,41.0,2237.0,597.0,938.0,523.0,33.86,-118.4,5.00001
5897,4.3173,46.0,2345.0,453.0,1031.0,427.0,34.16,-118.32,2.783
20378,7.8528,9.0,655.0,110.0,222.0,109.0,34.15,-118.82,3.375
852,3.6923,18.0,1165.0,333.0,855.0,319.0,37.59,-122.02,2.132
13955,4.0,16.0,1347.0,327.0,271.0,91.0,34.22,-117.09,0.875
15429,3.0982,18.0,1846.0,419.0,1581.0,387.0,33.21,-117.24,1.113
12599,3.3906,42.0,1468.0,281.0,571.0,271.0,38.53,-121.49,1.242
868,5.6758,15.0,8112.0,1376.0,4576.0,1348.0,37.58,-122.06,2.534
7083,4.4118,31.0,3395.0,742.0,1886.0,737.0,33.93,-118.01,1.744
